vowel_count,length,tty,name,rxcui
15,39,MIN,cholecalciferol / Lactobacillus reuteri,1605382
15,39,MIN,fluocinolone / hydroquinone / tretinoin,465680
15,39,MIN,fluticasone / umeclidinium / vilanterol,1945038
15,39,BN,Pedia-Lax Liquid Glycerin Suppositories,1190429
15,38,IN,arabica coffee bean allergenic extract,891502
15,38,IN,"diphtheria toxoid vaccine, inactivated",798304
15,38,IN,disteareth-100 isophorone diisocyanate,2201563
15,38,IN,Lotus corniculatus flower volatile oil,1535494
15,38,IN,Paeonia suffruticosa root bark extract,1307729
15,37,IN,disteareth-75 isophorone diisocyanate,1546708
15,37,IN,Epilobium angustifolium whole extract,1539424
15,37,MIN,thioctate / ubidecarenone / vitamin E,1007752
15,36,IN,(ethylenedinitrilo)tetraacetonitrile,2286574
15,36,IN,Epilobium angustifolium leaf extract,1309425
15,36,MIN,glycine / isoleucine / ubidecarenone,1490716
15,36,BN,Cleartime Indoor & Outdoor Allergies,1650989
15,35,IN,Echinacea angustifolia leaf extract,1307673
15,35,IN,Echinacea angustifolia root extract,259415
15,35,IN,magnesium aluminum silicate type Ia,1722910
15,35,IN,Melaleuca alternifolia leaf extract,1309330
15,35,IN,Parietaria officinalis leaf extract,1650423
15,35,IN,Tabebuia impetiginosa whole extract,1356705
15,35,IN,trimethylenediaminetetraacetic acid,1789184
14,69,IN,polyvinyl alcohol graft polyethylene glycol copolymer (3:1; 45000 MW),1798376
14,64,IN,acrylic acid/2-ethylhexyl acrylate/styrene copolymer (500000 MW),2361309
14,59,MIN,orchard grass pollen extract / Timothy grass pollen extract,1996814
14,57,IN,"pentaerythritol 3,5-di-tert-butyl-4-hydroxyhydrocinnamate",1926329
14,56,IN,methacrylic acid - ethyl acrylate copolymer (1:1) type A,1309718
14,54,IN,methyl methacrylate-glycol dimethacrylate crosspolymer,1312390
14,53,IN,allyl methacrylate-glycol dimethacrylate crosspolymer,1747570
14,53,IN,"typhoid Vi polysaccharide vaccine, S typhi Ty2 strain",807219
14,52,IN,dimethicone PEG-7 panthenyl phosphate (12 panthenol),2374553
14,52,MIN,bacitracin / hydrocortisone / neomycin / polymyxin B,689623
14,51,IN,modified corn starch (1-octenyl succinic anhydride),1425926
14,51,MIN,green ash pollen extract / white ash pollen extract,1008804
14,49,MIN,glycerin / petrolatum / phenylephrine / pramoxine,1008535
14,48,IN,lauryl peg-9 polydimethylsiloxyethyl dimethicone,1373154
14,47,IN,Vibrio cholerae CVD 103-HGR strain live antigen,1812935
14,47,MIN,bacitracin / lidocaine / neomycin / polymyxin B,1007611
14,47,MIN,dextromethorphan / phenylephrine / triprolidine,1492051
14,46,MIN,cocoa butter / phenylephrine / shark liver oil,1008715
14,46,BN,Stanback Headache Powder Reformulated Jan 2011,1053324
14,45,IN,Alchemilla xanthochlora flowering top extract,1309722
14,45,IN,dihydroxypropyl PEG-5 linoleammonium chloride,1307792
14,45,IN,Origanum vulgare subsp. hirtum flower extract,1311508
14,45,MIN,chlorpheniramine / phenylephrine / pyrilamine,214416
14,44,IN,Citrullus lanatus var. lanatus whole extract,1747709
14,44,IN,dipropylene glycol caprate-caprylate diester,1312559
14,44,MIN,calamine / menthol / petrolatum / zinc oxide,1249116
14,44,MIN,chlorpheniramine / ibuprofen / phenylephrine,1310502
14,43,IN,epidermophyton floccosum allergenic extract,995707
14,43,IN,triethoxysilylpropyl steardimonium chloride,2263159
14,43,IN,Vaccinium myrtillus anthocyanosides extract,1926519
14,43,MIN,ascorbic acid / polysaccharide iron complex,1008963
14,43,MIN,camphor / dimethicone / lidocaine / menthol,2185999
14,42,IN,dimethicone-vinyl dimethicone crosspolymer,1361659
14,42,IN,Theobroma grandiflorum seed butter extract,1307605
14,42,IN,triethanolamine tris(dihydrogen phosphate),1811017
14,42,MIN,acetaminophen / doxylamine / phenylephrine,1006887
14,42,MIN,acetaminophen / phenylephrine / pyrilamine,1241828
14,42,MIN,"bazedoxifene / estrogens, conjugated (USP)",1441391
14,42,MIN,chlorpheniramine / codeine / phenylephrine,689380
14,41,IN,"magnesium phosphate, monobasic, dihydrate",1487155
14,41,IN,rimethylolpropane tricaprylate-tricaprate,1313271
14,41,MIN,acetaminophen / aspirin / diphenhydramine,1593109
14,41,MIN,benzalkonium / benzocaine / zinc chloride,1009090
14,41,MIN,brompheniramine / codeine / phenylephrine,690647
14,40,IN,Aspergillus fumigatus allergenic extract,466192
14,40,IN,Astrocaryum murumuru seed butter extract,1307542
14,40,IN,Cladosporium herbarum allergenic extract,466198
14,40,IN,cochliobolus spicifer allergenic extract,995699
14,40,IN,ethyl acetoacetate ethylene glycol ketal,2388133
14,40,IN,Houttuynia cordata flowering top extract,1309469
14,40,IN,naphthalenesulfonic acid (mixed isomers),1799148
14,40,IN,Salvia officinalis flowering top extract,1370194
14,40,IN,Trichoderma harzianum allergenic extract,968197
14,40,MIN,aluminum hydroxide / magnesium hydroxide,1009149
14,40,MIN,apple pectin / Lactobacillus acidophilus,1007496
14,40,MIN,hyaluronidase / pertuzumab / trastuzumab,2382603
14,39,IN,Cochliobolus sativus allergenic extract,852398
14,39,IN,Taiwanofungus camphoratus whole extract,2360031
14,39,IN,Trichothecium roseum allergenic extract,968426
14,39,MIN,calcium carbonate / magnesium hydroxide,214347
14,39,MIN,magnesium salicylate / phenyltoloxamine,214689
14,38,IN,Chaetomium globosum allergenic extract,466197
14,38,IN,Hamamelis virginiana top water extract,1311598
14,38,IN,stearamidopropyl dimethylamine lactate,1739891
14,38,MIN,activated charcoal / calcium carbonate,1007273
14,38,MIN,calcium carbonate / magnesium chloride,729490
14,37,IN,Artemisia annua flowering top extract,2103290
14,37,IN,Broussonetia papyrifera whole extract,1535475
14,37,IN,"Coffea arabica seed, roasted, extract",1310128
14,37,IN,disodium acetyl glucosamine phosphate,1990421
14,37,IN,Lavandula angustifolia flower extract,1307886
14,37,IN,Vaccinium angustifolium whole extract,1540240
14,37,MIN,acetaminophen / butalbital / caffeine,214130
14,37,MIN,acetaminophen / caffeine / pyrilamine,214137
14,37,MIN,cholecalciferol / soy protein isolate,1008792
14,37,MIN,codeine / guaifenesin / phenylephrine,690082
14,37,MIN,dexchlorpheniramine / pseudoephedrine,352370
14,37,MIN,dimethicone / miconazole / zinc oxide,1007570
14,36,IN,Anacardium occidentale fruit extract,1358956
14,36,IN,Cladosporium cladosporioides extract,867198
14,36,IN,Heterotheca inuloides flower extract,1372928
14,36,IN,Lavandula angustifolia whole extract,1376346
14,36,IN,Sanguisorba officinalis root extract,1307954
14,36,IN,Scutellaria baicalensis root extract,1307750
14,36,MIN,abacavir / dolutegravir / lamivudine,1546887
14,36,MIN,acetaminophen / magnesium salicylate,1007654
14,36,MIN,amoxicillin / omeprazole / rifabutin,2262025
14,36,MIN,dexbrompheniramine / pseudoephedrine,400674
14,36,MIN,emtricitabine / tenofovir disoproxil,1008145
14,36,MIN,sodium bicarbonate / sodium chloride,644513
14,35,IN,magnesium aluminum silicate type IC,1730436
14,35,IN,orange pekoe tea allergenic extract,966696
14,35,IN,"tetanus toxoid vaccine, inactivated",798306
14,35,MIN,calcium carbonate / magnesium oxide,821119
14,35,MIN,calcium carbonate / sodium fluoride,214349
14,35,MIN,isopropyl alcohol / povidone-iodine,1008274
14,35,MIN,potassium nitrate / sodium fluoride,1008621
14,34,IN,Aconitum carmichaelii root extract,1310071
14,34,IN,Backhousia citriodora leaf extract,1367123
14,34,IN,botulinum neurotoxin A immune FAB2,1722697
14,34,IN,botulinum neurotoxin E immune FAB2,1722703
14,34,IN,ditetracycline tetrasodium edetate,1739006
14,34,IN,Equisetum fluviatile whole extract,2287548
14,34,IN,Saponaria officinalis root extract,1309462
14,34,IN,Siraitia grosvenorii fruit extract,1436960
14,34,MIN,abacavir / lamivudine / zidovudine,284620
14,34,MIN,aluminum sulfate / calcium acetate,705058
14,33,IN,Chamaecyparis lawsoniana wood oil,2374340
14,33,IN,isopropyl titanium triisostearate,1356144
14,33,IN,Paeonia suffruticosa root extract,1307975
14,32,IN,European honey bee venom protein,854163
14,32,MIN,aloe polysaccharide / iodoquinol,1007552
14,32,MIN,ethanol / iodine / sodium iodide,2265291
14,31,IN,Ambrosia artemisiifolia extract,1347557
14,31,IN,Mahonia aquifolium root extract,1309441
14,31,IN,Rubus idaeus fruit volatile oil,1541710
14,31,IN,Sarracenia purpurea preparation,349948
14,31,IN,tetrasodium glutamate diacetate,1312373
14,30,IN,Aronia melanocarpa fruit juice,1311549
14,30,IN,Citrus aurantiifolia fruit oil,1607310
14,30,IN,Laminaria digitata preparation,1310584
13,72,IN,"1-(2,3,8,8-tetramethyl-1,2,3,4,5,6,7,8-octahydronaphthalen-2-yl)ethanone",2359257
13,70,IN,low-substituted hydroxypropyl cellulose (11% hydroxypropyl; 100000 MW),2121055
13,70,IN,low-substituted hydroxypropyl cellulose (11% hydroxypropyl; 120000 MW),1918320
13,70,IN,low-substituted hydroxypropyl cellulose (11% hydroxypropyl; 130000 MW),1872042
13,69,IN,low-substituted hydroxypropyl cellulose (8% hydroxypropyl: 140000 MW),1872043
13,65,IN,ethyl acrylate and methyl methacrylate copolymer (2:1; 600000 MW),1312573
13,65,IN,ethyl acrylate and methyl methacrylate copolymer (2:1; 750000 MW),1426457
13,59,IN,"2-((dimethylamino)methyl)-1,3-diphenyl-1-propanol, erythro-",2289003
13,56,IN,methacrylic acid - ethyl acrylate copolymer (4500 MPA.S),1494845
13,54,IN,capryloyl glycerin/sebacic acid copolymer (2000 MPA.S),1869798
13,54,IN,methacrylic acid - methyl methacrylate copolymer (1:1),1309720
13,54,IN,methacrylic acid - methyl methacrylate copolymer (1:2),1309724
13,50,IN,"N,N-bis(2-hydroxyethyl)-p-phenylenediamine sulfate",1427230
13,50,MIN,carboxymethylcellulose / glycerin / polysorbate 80,1241470
13,49,MIN,camphor / capsaicin / menthol / methyl salicylate,1044578
13,48,MIN,cat dander allergenic extract / cat skin extract,1813401
13,47,MIN,bacitracin / neomycin / polymyxin B / pramoxine,466540
13,47,MIN,dextromethorphan / phenylephrine / thonzylamine,1427391
13,46,IN,"N-(3-aminopropyl)-N-dodecyl-1,3-propanediamine",2384783
13,46,IN,Trichophyton mentagrophytes allergenic extract,867357
13,46,IN,yellow fever virus strain 17D-204 live antigen,804187
13,46,MIN,menthol / methyl salicylate / methylnicotinate,1007375
13,46,BN,"Aminosyn 8.5 % with Electrolytes, Sulfite-Free",1189607
13,45,MIN,dextromethorphan / phenylephrine / pyrilamine,214496
13,44,IN,2-acrylamido-2-methyl-1-propanesulfonic acid,2109231
13,44,IN,Cannabis sativa subsp. flowering top extract,1484855
13,44,IN,hydroxyisohexyl 3-cyclohexene carboxaldehyde,1426621
13,44,BN,"Aminosyn 7 % with Electrolytes, Sulfite-Free",1189256
13,44,BN,Denorex Extra Strength Reformulated Aug 2012,1303354
13,43,MIN,lanolin / menthol / petrolatum / zinc oxide,1946475
13,42,MIN,aspirin / chlorpheniramine / phenylephrine,818496
13,42,MIN,chloroxylenol / hydrocortisone / pramoxine,689371
13,42,MIN,hexachlorophene / hydrocortisone / menthol,689704
13,41,IN,"dengue virus live antigen, CYD serotype 1",2197290
13,41,IN,"dengue virus live antigen, CYD serotype 2",2197291
13,41,IN,"dengue virus live antigen, CYD serotype 3",2197292
13,41,IN,"dengue virus live antigen, CYD serotype 4",2197293
13,41,IN,N-(3-(dimethylamino)propyl)octadecanamide,1364376
13,41,IN,PPG-2 hydroxyethyl cocamide/isostearamide,1594765
13,41,IN,Solanum lycopersicum fruiting top extract,1653342
13,41,IN,Tremella fuciformis fruiting body extract,1358890
13,40,IN,hydrogenated soybean phosphatidylcholine,2392131
13,40,IN,Hypomyces perniciosus allergenic extract,1192968
13,40,IN,Lavandula stoechas flowering top extract,1309437
13,40,IN,Mesembryanthemum tortuosum whole extract,2001195
13,40,IN,methoxy polyethylene glycol-epoetin beta,729596
13,40,IN,Mongolian gerbil skin allergenic extract,895070
13,40,IN,red imported fire ant allergenic extract,867341
13,40,MIN,budesonide / formoterol / glycopyrronium,2387330
13,40,MIN,chloroxylenol / pramoxine / zinc acetate,1007347
13,40,MIN,mineral oil / petrolatum / phenylephrine,1007798
13,40,MIN,naphazoline / phenylephrine / pyrilamine,691432
13,40,BN,Correctol laxative Reformulated Feb 2008,754460
13,39,IN,Caulophyllum thalictroides root extract,1342487
13,39,IN,Helianthus annuus flowering top extract,1309686
13,39,MIN,sofosbuvir / velpatasvir / voxilaprevir,1939328
13,39,BN,Aqua Glycolic Shampoo and Body Cleanser,792088
13,38,IN,2-(cyclohexylamino)ethanesulfonic acid,2049985
13,38,IN,Acremonium strictum allergenic extract,905070
13,38,IN,cultivated mushroom allergenic extract,901369
13,38,IN,Geotrichum candidum allergenic extract,999463
13,38,IN,Momordica cochinchinensis seed extract,1420973
13,38,IN,Pisum sativum whole allergenic extract,2261371
13,38,IN,Rhizopus stolonifer allergenic extract,967721
13,38,MIN,cholecalciferol / tricalcium phosphate,1789538
13,38,MIN,codeine / phenylephrine / promethazine,214449
13,38,MIN,codeine / phenylephrine / triprolidine,1661318
13,38,MIN,diphenhydramine / magnesium salicylate,668797
13,37,IN,American cockroach allergenic extract,905258
13,37,IN,ammonio methacrylate copolymer type A,1424665
13,37,IN,Andrographis paniculata whole extract,1534766
13,37,IN,Caryodendron orinocense whole extract,2167552
13,37,IN,dibasic sodium phosphate heptahydrate,221090
13,37,IN,Rosmarinus officinalis flower extract,1309505
13,37,IN,Scrophularia ningpoensis root extract,1420980
13,37,IN,varicella zoster virus glycoprotein E,1986821
13,37,IN,vinylpyrrolidone-hexadecene copolymer,1551570
13,37,MIN,acetaminophen / pamabrom / pyrilamine,214156
13,37,MIN,bacitracin / dimethicone / zinc oxide,1089112
13,37,MIN,iodine povacrylex / isopropyl alcohol,1008516
13,37,MIN,ombitasvir / paritaprevir / ritonavir,1597378
13,37,BN,Wal-Profen Congestion Relief and Pain,1940582
13,36,IN,"1,3-propanediol bis(4-aminobenzoate)",1923479
13,36,IN,Calendula officinalis flower extract,1309289
13,36,IN,collagenase Clostridium histolyticum,898492
13,36,IN,Lavandula x intermedia whole extract,2167554
13,36,IN,Mangifera indica seed butter extract,1307828
13,36,IN,meningococcal group A polysaccharide,29501
13,36,IN,North American coral snake antivenin,979384
13,36,IN,Piscidia piscipula root bark extract,1309296
13,36,IN,Populus balsamifera leaf bud extract,1428422
13,36,IN,propylene glycol monopalmitostearate,1427010
13,36,IN,Ptychopetalum olacoides root extract,1432990
13,36,IN,Rosmarinus officinalis whole extract,1364990
13,36,MIN,elagolix / estradiol / norethindrone,2371763
13,36,MIN,elexacaftor / ivacaftor / tezacaftor,2257010
13,36,MIN,hydrochlorothiazide / spironolactone,324042
13,36,MIN,miconazole / petrolatum / zinc oxide,645114
13,36,MIN,potassium chloride / sodium chloride,214792
13,36,BN,Ocean Blue Nutritionals Omega-3 1450,884749
13,35,IN,Artemisia capillaris flower extract,1307554
13,35,IN,Calendula officinalis whole extract,1428027
13,35,IN,Canis lupus familiaris hair extract,854025
13,35,IN,Garcinia indica seed butter extract,1309811
13,35,IN,hepatitis B surface antigen vaccine,797752
13,35,IN,"hydrogenated jojoba oil, randomized",1540881
13,35,IN,Leontopodium alpinum flower extract,1309438
13,35,IN,Lonicera caprifolium flower extract,1307960
13,35,IN,Matricaria chamomilla whole extract,1307559
13,35,IN,Phymatolithon calcareum preparation,1731724
13,35,IN,Vachellia farnesiana flower extract,1363469
13,35,IN,vinylpyrrolidone-eicosene copolymer,1544135
13,35,MIN,aspirin / caffeine / dihydrocodeine,689512
13,35,MIN,biotin / cysteine / silicon dioxide,1007991
13,35,MIN,calcium carbonate / cholecalciferol,608343
13,35,MIN,hydrofluoric acid / sodium fluoride,692831
13,35,MIN,isoniazid / pyrazinamide / rifampin,214662
13,35,MIN,salicylic acid / sodium thiosulfate,690337
13,35,BN,Fluoridex Daily Defense Sensitivity,847011
13,34,IN,Angelica archangelica root extract,1309828
13,34,IN,botulinum neurotoxin B immune FAB2,1722684
13,34,IN,botulinum neurotoxin C immune FAB2,1722699
13,34,IN,botulinum neurotoxin D immune FAB2,1722701
13,34,IN,botulinum neurotoxin F immune FAB2,1722705
13,34,IN,botulinum neurotoxin G immune FAB2,1722707
13,34,IN,disodium laureth-12 sulfosuccinate,1871182
13,34,IN,Filipendula ulmaria flower extract,1307553
13,34,IN,Gardenia jasminoides fruit extract,1311374
13,34,IN,Lonicera caprifolium whole extract,1800820
13,34,IN,Magnolia liliiflora flower extract,1310034
13,34,IN,Peucedanum ostruthium leaf extract,1311511
13,34,MIN,acetaminophen / aspirin / caffeine,466584
13,34,MIN,acetaminophen / dexbrompheniramine,1190930
13,34,MIN,allantoin / lidocaine / petrolatum,1540662
13,34,MIN,benzocaine / butamben / tetracaine,690247
13,34,MIN,calcium carbonate / ergocalciferol,1008264
13,34,MIN,chlorpheniramine / pseudoephedrine,214395
13,34,MIN,hydralazine / isosorbide dinitrate,608424
13,33,IN,Althaea officinalis whole extract,1428412
13,33,IN,aluminum sulfate tetradecahydrate,1306098
13,33,IN,Curculigo orchioides root extract,2001237
13,33,IN,Eucalyptus camaldulensis leaf oil,1540025
13,33,IN,Ferula assa-foetida whole extract,1420963
13,33,IN,Filipendula ulmaria whole extract,1312579
13,33,IN,Hamamelis virginiana leaf extract,1307887
13,33,IN,Hericium americanum whole extract,2359933
13,33,IN,Ilex paraguariensis whole extract,1368377
13,33,IN,Indigofera tinctoria leaf extract,1607314
13,33,IN,Lavandula latifolia whole extract,2384439
13,33,IN,Ophiopogon japonicus root extract,1307807
13,33,IN,Pelargonium graveolens flower oil,1307705
13,33,IN,Persicaria tinctoria leaf extract,1307670
13,33,IN,Pterocarpus soyauxii wood extract,2003231
13,33,IN,sodium lauroyl methyl isethionate,1487156
13,33,IN,Taraxacum officinale leaf extract,1309287
13,33,IN,thioglycolic acid triethanolamine,2360233
13,33,IN,triethanolamine caproyl glutamate,2367430
13,33,IN,triethanolamine monododecyl ether,2276304
13,33,MIN,brompheniramine / pseudoephedrine,214326
13,33,MIN,carbidopa / entacapone / levodopa,404786
13,33,MIN,cholecalciferol / sodium fluoride,1008214
13,33,MIN,lamivudine / tenofovir disoproxil,1598388
13,32,IN,Adansonia digitata fruit extract,1424863
13,32,IN,Althaea officinalis root extract,1306165
13,32,IN,Arisaema erubescens root extract,1307669
13,32,IN,Colocasia esculenta root extract,1305762
13,32,IN,Eriobotrya japonica leaf extract,1310088
13,32,IN,Eurycoma longifolia root extract,2001239
13,32,IN,Filipendula ulmaria root extract,1307967
13,32,IN,Ilex paraguariensis leaf extract,1305743
13,32,IN,Maranta arundinacea root extract,1600743
13,32,IN,Matricaria recutita leaf extract,1310066
13,32,IN,Matricaria recutita root extract,1722232
13,32,IN,triethanolamine cocoyl glutamate,1653328
13,32,MIN,carbetapentane / pseudoephedrine,404783
13,32,MIN,evening primrose oil / linoleate,1372577
13,32,BN,Anacin Advanced Headache Formula,721973
13,31,IN,Angelica acutiloba root extract,1309200
13,31,IN,Chenopodium quinoa seed extract,1306195
13,31,IN,Dioscorea japonica root extract,1307611
13,31,IN,Eucommia ulmoides whole extract,1535479
13,31,IN,Paeonia lactiflora root extract,1307731
13,31,IN,Stevia rebaudiana whole extract,1313685
13,31,MIN,acetaminophen / pseudoephedrine,214187
13,31,MIN,desloratadine / pseudoephedrine,597501
13,31,MIN,fluorometholone / sulfacetamide,689304
13,31,MIN,omeprazole / sodium bicarbonate,617777
13,30,IN,Calendula officinalis seed oil,1307790
13,30,IN,Camellia oleifera leaf extract,1305549
13,30,IN,dihydroxyaluminum aminoacetate,23162
13,30,IN,Echinacea angustifolia extract,236121
13,30,IN,Euterpe oleracea whole extract,1358888
13,30,IN,glyceryl behenate-eicosadioate,1371968
13,30,IN,Stevia rebaudiuna leaf extract,1307971
13,30,MIN,fexofenadine / pseudoephedrine,214565
13,29,IN,meadowfoamamidopropyl betaine,1364950
13,29,IN,Paeonia veitchii root extract,1420976
13,29,IN,potassium aluminum disilicate,2267407
13,29,MIN,guaifenesin / pseudoephedrine,214599
13,29,MIN,levocarnitine / ubidecarenone,1006930
13,28,IN,Bulnesia sarmientoi wood oil,1307850
13,28,IN,camellia reticulata seed oil,2383303
13,28,IN,Paeonia obovata root extract,1865702
13,27,IN,Melaleuca cajuputi leaf oil,1805768
13,26,IN,Olea europaea leaf extract,1307955
12,52,IN,"polyester-8 (1400 MW, cyanodiphenylpropenoyl capped)",1314201
12,51,IN,"hydroxypropyl distarch phosphate, high amylose corn",1312394
12,51,IN,polyquaternium-7 (70-30 acrylamide-DADMAC; 1600 kD),1426394
12,50,IN,polyquaternium-7 (76-24 acrylamide-dadmac; 120 kD),1314324
12,49,IN,hypromellose acetate succinate 06081224 (3 MM2-S),1376345
12,49,IN,hypromellose acetate succinate 12070923 (3 MM2-S),1426290
12,49,IN,hypromellose acetate succinate 16070722 (3 Mm2-S),1313185
12,49,MIN,eucalyptol / menthol / methyl salicylate / thymol,1043618
12,47,IN,"benzoic acid 2-(2,4,6-trichlorophenyl)hydrazide",2286251
12,46,IN,"hydrolyzed elastin, bovine, alkaline (1000 MW)",1312601
12,44,IN,"1,2-diarachidoyl-sn-glycero-3-phosphocholine",1307781
12,44,IN,di(4-tert-butylcyclohexyl) peroxydicarbonate,1310539
12,43,IN,methoxy PEG PPG-7-3 aminopropyl dimethicone,1543455
12,43,MIN,camphor / phenol / tannic acid / zinc oxide,1300887
12,43,MIN,folic acid / intrinsic factor / vitamin B12,1007173
12,42,IN,phytosteryl/octyldodecyl lauroyl glutamate,1796718
12,42,MIN,aspirin / dextromethorphan / phenylephrine,1053102
12,41,IN,"glyceryl 1-diacetyltartarate 2,3-stearate",1372310
12,41,IN,PEG-9 polydimethylsiloxyethyl dimethicone,1371303
12,40,IN,gamma-methacryloxypropyltrimethoxysilane,2386843
12,40,IN,styrene/isoprene/styrene block copolymer,2385109
12,40,IN,Vaccinium myrtillus fruiting top extract,1311685
12,40,MIN,benzocaine / dextromethorphan / glycerin,1008040
12,40,MIN,benzocaine / menthol / methyl salicylate,1008022
12,40,MIN,hydrocodone / phenylephrine / pyrilamine,214633
12,40,BN,Baby Anti Monkey Butt Diaper Rash Powder,1489302
12,40,BN,Cepacol Sore Throat from Post Nasal Drip,804623
12,39,IN,Anthemis arvensis flowering top extract,1995251
12,39,IN,Carthamus tinctorius flower bud extract,1376213
12,39,IN,poly(vinylpyrrolidone-co-vinyl-acetate),1311488
12,39,MIN,benzocaine / dextromethorphan / menthol,1045531
12,39,MIN,camphor / lidocaine / methyl salicylate,1798267
12,39,MIN,dapagliflozin / metformin / saxagliptin,2117292
12,39,MIN,empagliflozin / linagliptin / metformin,2281864
12,39,MIN,lidocaine / menthol / methyl salicylate,1094890
12,39,MIN,lidocaine / phenylephrine / witch hazel,2099773
12,39,BN,Baby Anti Monkey Butt Diaper Rash Cream,1489295
12,38,IN,California black walnut pollen extract,852561
12,38,IN,neopentyl glycol dicaprylate-dicaprate,1307100
12,38,IN,propylene glycol dicaprylate-dicaprate,1426622
12,38,IN,sodium lauroyl hydroxypropyl sulfonate,1663748
12,38,IN,Styphnolobium japonicum flower extract,1539193
12,38,MIN,benzocaine / cetylpyridinium / menthol,1362703
12,38,MIN,capsaicin / menthol / methylnicotinate,1008119
12,38,BN,Menthac Arthritis Cream with Capsaicin,218316
12,37,IN,ammonio methacrylate copolymer type B,1306198
12,37,IN,Arctostaphylos uva-ursi whole extract,1658432
12,37,IN,Aspergillus flavus allergenic extract,999384
12,37,IN,broad leaved paperbark pollen extract,903913
12,37,IN,caprylic-capric-linoleic triglyceride,1376147
12,37,IN,Cynoglossum lanceolatum whole extract,2045731
12,37,IN,disodium distyrylbiphenyl disulfonate,1735036
12,37,IN,Plectranthus amboinicus whole extract,2360893
12,37,IN,rabies virus vaccine flury-lep strain,830457
12,37,IN,Rocky Mountain juniper pollen extract,852601
12,37,IN,Simmondsia chinensis seed wax extract,1307760
12,37,MIN,acetaminophen / pamabrom / vitamin B6,1008866
12,36,IN,Arctostaphylos uva-ursi leaf extract,1306212
12,36,IN,Leptospermum scoparium whole extract,1988678
12,36,IN,loose barley smut allergenic extract,968492
12,36,IN,meningococcal group C polysaccharide,29503
12,36,IN,microsporum canis allergenic extract,1014399
12,36,IN,PEG-20 methyl glucose sesquistearate,1430130
12,36,IN,Platycladus orientalis whole extract,1923816
12,36,IN,Rhizopus arrhizus allergenic extract,314443
12,36,IN,southern yellow jacket venom protein,1297533
12,36,MIN,codeine / phenylephrine / pyrilamine,214450
12,36,MIN,undecylenic acid / zinc undecylenate,694012
12,35,IN,2-(N-morpholino)ethanesulfonic acid,2360130
12,35,IN,Botrytis cinerea allergenic extract,466195
12,35,IN,California black oak pollen extract,1014721
12,35,IN,Candida albicans allergenic extract,214355
12,35,IN,eastern yellow jacket venom protein,1297529
12,35,IN,Epicoccum nigrum allergenic extract,852466
12,35,IN,fish oil (containing omega-3 acids),2053495
12,35,IN,kapok tree fiber allergenic extract,852315
12,35,IN,Leptospermum scoparium leaf extract,1991125
12,35,IN,loose wheat smut allergenic extract,968437
12,35,IN,Passiflora incarnata flower extract,1355833
12,35,IN,pentaerythrityl tetraethylhexanoate,1426406
12,35,IN,Saccharum officinarum whole extract,1435103
12,35,IN,Theobroma grandiflorum seed extract,1309260
12,35,IN,triethoxy(3-isocyanatopropyl)silane,2371689
12,35,IN,Vaccinium macrocarpon whole extract,1794167
12,35,IN,Vitis vinifera anthocyanins extract,1599641
12,35,IN,weakleaf bur ragweed pollen extract,1117083
12,35,MIN,benzethonium / benzocaine / menthol,1192515
12,35,MIN,chromium picolinate / cinnamon bark,1313956
12,35,MIN,fructose / glucose / sodium citrate,1008057
12,35,BN,Urogesic Blue Reformulated Apr 2012,1251285
12,34,IN,Avena sativa flowering top extract,1309702
12,34,IN,Clinopodium chinense whole extract,2046113
12,34,IN,Epimedium grandiflorum top extract,1311044
12,34,IN,Gaultheria procumbens leaf extract,1358001
12,34,IN,Gypsophila paniculata root extract,1655986
12,34,IN,Helianthus annuus seed wax extract,1307740
12,34,IN,Hippophae rhamnoides fruit extract,1311546
12,34,IN,Jasminum officinale flower extract,1307879
12,34,IN,Mucor racemosus allergenic extract,852687
12,34,IN,Notopterygium incisum root extract,1307976
12,34,MIN,chlophedianol / dexbrompheniramine,1551285
12,34,MIN,chondroitin sulfates / glucosamine,1008567
12,34,MIN,chondroitin sulfates / hyaluronate,1008892
12,34,MIN,cilastatin / imipenem / relebactam,2184141
12,34,MIN,dextromethorphan / pseudoephedrine,214492
12,34,MIN,Lactobacillus acidophilus / pectin,1007740
12,34,MIN,loteprednol etabonate / tobramycin,1009142
12,34,MIN,potassium nitrate / silver nitrate,1117535
12,33,IN,Aspalathus linearis whole extract,1653340
12,33,IN,Azadirachta indica flower extract,1307952
12,33,IN,botulism immune globulin IV human,544488
12,33,IN,Chamaecyparis obtusa leaf extract,1305745
12,33,IN,Chamaemelum nobile flower extract,1306194
12,33,IN,didodecyldimethylammonium bromide,2373436
12,33,IN,diethanolamine oleth-10 phosphate,1856757
12,33,IN,Fritillaria delavayi bulb extract,1543411
12,33,IN,Garcinia mangostana fruit extract,1654961
12,33,IN,Gardenia taitensis flower extract,1309426
12,33,IN,Gymnadenia conopsea whole extract,2386029
12,33,IN,Hamamelis virginiana bark extract,1307752
12,33,IN,Hedychium coronarium root extract,1307804
12,33,IN,Jasminum officinale whole extract,1541719
12,33,IN,Lentinula edodes mycelium extract,1368206
12,33,IN,Ligusticum wallichii root extract,1365706
12,33,IN,loose oat smut allergenic extract,968475
12,33,IN,Magnolia officinalis bark extract,1307853
12,33,IN,Momordica charantia fruit extract,1306885
12,33,IN,Opuntia ficus-indica stem extract,1309451
